Year,Country / territory of asylum/residence,Origin,Population type,Value
2005,France,Bosnia and Herzegovina,Returnees,33
2005,France,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,71
2005,Gabon,Burundi,Returnees,1
2005,Gabon,Congo,Returnees,289
2005,Gabon,Rwanda,Returnees,1
2005,United Kingdom,Afghanistan,Returnees,354
2005,United Kingdom,Bosnia and Herzegovina,Returnees,14
2005,United Kingdom,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,336
2005,Georgia,Afghanistan,Returnees,9
2005,Georgia,Russian Federation,Returnees,152
2005,Ghana,Dem. Rep. of the Congo,Returnees,1
2005,Ghana,Liberia,Returnees,1202
2005,Ghana,Sierra Leone,Returnees,9
2005,Guinea,Liberia,Returnees,29566
2005,Guinea,Sierra Leone,Returnees,78
2005,Guinea,Togo,Returnees,1
2005,Gambia,Liberia,Returnees,40
2005,Gambia,Sierra Leone,Returnees,2
2005,Croatia,Bosnia and Herzegovina,Returnees,208
2005,Croatia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,164
2005,Hungary,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,143
2005,Indonesia,Afghanistan,Returnees,4
2005,Indonesia,Iraq,Returnees,11
2005,Indonesia,Syrian Arab Rep.,Returnees,1
2005,Indonesia,Viet Nam,Returnees,1
2005,India,Afghanistan,Returnees,89
2005,India,Iran (Islamic Rep. of),Returnees,1
2005,India,Iraq,Returnees,2
2005,India,Sri Lanka,Returnees,2700
2005,Ireland,Bosnia and Herzegovina,Returnees,3
2005,Ireland,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,1
2005,Iran (Islamic Rep. of),Afghanistan,Returnees,289647
2005,Iran (Islamic Rep. of),Iraq,Returnees,55267
2005,Iraq,Iran (Islamic Rep. of),Returnees,65
2005,Iraq,Syrian Arab Rep.,Returnees,18
2005,Iraq,Turkey,Returnees,21
2005,Italy,Afghanistan,Returnees,2
2005,Italy,Bosnia and Herzegovina,Returnees,4
2005,Italy,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,48
2005,Jordan,Iraq,Returnees,319
2005,Jordan,Sudan,Returnees,1
2005,Japan,Afghanistan,Returnees,5
2005,Kazakhstan,Afghanistan,Returnees,22
2005,Kenya,Burundi,Returnees,23
2005,Kenya,Dem. Rep. of the Congo,Returnees,33
2005,Kenya,Ethiopia,Returnees,141
2005,Kenya,Rwanda,Returnees,31
2005,Kenya,Sudan,Returnees,132
2005,Kenya,Somalia,Returnees,107
2005,Kenya,Uganda,Returnees,14
2005,Kyrgyzstan,Afghanistan,Returnees,2
2005,Kyrgyzstan,Tajikistan,Returnees,2
2005,Cambodia,Viet Nam,Returnees,176
2005,Lebanon,Iraq,Returnees,431
2005,Lebanon,Sudan,Returnees,1
2005,Liberia,Iraq,Returnees,1
2005,Liberia,Sudan,Returnees,3
2005,Libya,Liberia,Returnees,33
2005,Libya,Somalia,Returnees,2
2005,Lithuania,Ukraine,Returnees,1
2005,Luxembourg,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,74
2005,Rep. of Moldova,Palestinian,Returnees,3
2005,Rep. of Moldova,Russian Federation,Returnees,10
2005,The former Yugoslav Republic of Macedonia,Bosnia and Herzegovina,Returnees,2
2005,The former Yugoslav Republic of Macedonia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,126
2005,Mozambique,Burundi,Returnees,17
2005,Mozambique,Dem. Rep. of the Congo,Returnees,20
2005,Mozambique,Rwanda,Returnees,3
2005,Malawi,Burundi,Returnees,35
2005,Malawi,Dem. Rep. of the Congo,Returnees,1
2005,Malawi,Rwanda,Returnees,12
2005,Malawi,Sierra Leone,Returnees,1
2005,Malaysia,Bosnia and Herzegovina,Returnees,1
2005,Malaysia,Viet Nam,Returnees,2
2005,Namibia,Angola,Returnees,2719
2005,Namibia,Burundi,Returnees,6
2005,Namibia,Dem. Rep. of the Congo,Returnees,25
2005,Namibia,Sudan,Returnees,1
2005,Namibia,Sierra Leone,Returnees,1
2005,Niger,Central African Rep.,Returnees,1
2005,Niger,Dem. Rep. of the Congo,Returnees,5
2005,Niger,Chad,Returnees,31
2005,Nigeria,Liberia,Returnees,239
2005,Nigeria,Sierra Leone,Returnees,51
2005,Netherlands,Afghanistan,Returnees,206
2005,Netherlands,Burundi,Returnees,1
2005,Netherlands,Bosnia and Herzegovina,Returnees,32
2005,Netherlands,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,133
2005,Norway,Afghanistan,Returnees,28
2005,Norway,Bosnia and Herzegovina,Returnees,13
2005,Norway,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,161
2005,Nepal,Iraq,Returnees,1
2005,New Zealand,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,6
2005,Pakistan,Afghanistan,Returnees,461118
2005,Pakistan,Somalia,Returnees,5
2005,Panama,Colombia,Returnees,2
2005,Peru,Cuba,Returnees,1
2005,Philippines,Iran (Islamic Rep. of),Returnees,1
2005,Philippines,Pakistan,Returnees,1
2005,Philippines,Rwanda,Returnees,1
2005,Philippines,Somalia,Returnees,6
2005,Papua New Guinea,Indonesia,Returnees,135
2005,Poland,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,1
2005,Russian Federation,Afghanistan,Returnees,183
2005,Russian Federation,Georgia,Returnees,41
2005,Russian Federation,Iraq,Returnees,6
2005,Rwanda,Burundi,Returnees,4624
2005,Rwanda,Dem. Rep. of the Congo,Returnees,10225
2005,Saudi Arabia,Iraq,Returnees,84
2005,Sudan,Eritrea,Returnees,1
2005,Sudan,Ethiopia,Returnees,1
2005,Sudan,Somalia,Returnees,3
2005,Sudan,Uganda,Returnees,6
2005,Senegal,Burundi,Returnees,2
2005,Senegal,Central African Rep.,Returnees,1
2005,Senegal,C̫te d'Ivoire,Returnees,1
2005,Senegal,Ghana,Returnees,1
2005,Senegal,Liberia,Returnees,3
2005,Senegal,Sierra Leone,Returnees,4
2005,Sierra Leone,Liberia,Returnees,6202
2005,El Salvador,Nicaragua,Returnees,44
2005,Serbia and Kosovo (S/RES/1244 (1999)),Bosnia and Herzegovina,Returnees,318
2005,Serbia and Kosovo (S/RES/1244 (1999)),Croatia,Returnees,4450
2005,Slovenia,Bosnia and Herzegovina,Returnees,64
2005,Slovenia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,206
2005,Sweden,Afghanistan,Returnees,6
2005,Sweden,Bosnia and Herzegovina,Returnees,125
2005,Sweden,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,355
2005,Syrian Arab Rep.,Yemen,Returnees,1
2005,Togo,Burundi,Returnees,2
2005,Togo,Rwanda,Returnees,10
2005,Thailand,Liberia,Returnees,1
2005,Tajikistan,Afghanistan,Returnees,25
2005,Turkmenistan,Afghanistan,Returnees,11
2005,Turkmenistan,Azerbaijan,Returnees,1
2005,Turkmenistan,Tajikistan,Returnees,33
2005,Turkey,Afghanistan,Returnees,1
2005,Turkey,Iraq,Returnees,32
2005,Turkey,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,1
2005,United Rep. of Tanzania,Burundi,Returnees,62338
2005,United Rep. of Tanzania,Dem. Rep. of the Congo,Returnees,19156
2005,United Rep. of Tanzania,Rwanda,Returnees,15
2005,Uganda,Burundi,Returnees,17
2005,Uganda,Dem. Rep. of the Congo,Returnees,1
2005,Uganda,Liberia,Returnees,1
2005,Uganda,Rwanda,Returnees,1586
2005,Uganda,Sudan,Returnees,31
2005,Ukraine,Afghanistan,Returnees,10
2005,United States of America,Afghanistan,Returnees,3
2005,United States of America,Bosnia and Herzegovina,Returnees,54
2005,United States of America,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,18
2005,United States of America,Chad,Returnees,1
2005,Uzbekistan,Tajikistan,Returnees,5
2005,Venezuela (Bolivarian Republic of),Colombia,Returnees,1
2005,Various/Unknown,Bosnia and Herzegovina,Returnees,36
2005,Various/Unknown,Sierra Leone,Returnees,61
2005,Various/Unknown,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,58
2005,Yemen,Ethiopia,Returnees,4
2005,Yemen,Sudan,Returnees,1
2005,Yemen,Somalia,Returnees,43
2005,South Africa,Angola,Returnees,24
2005,South Africa,Burundi,Returnees,58
2005,South Africa,Dem. Rep. of the Congo,Returnees,7
2005,South Africa,Rwanda,Returnees,5
2005,South Africa,Sierra Leone,Returnees,1
2005,South Africa,Somalia,Returnees,1
2005,South Africa,Uganda,Returnees,4
2005,Zambia,Angola,Returnees,29758
2005,Zambia,Burundi,Returnees,28
2005,Zambia,Dem. Rep. of the Congo,Returnees,26
2005,Zambia,Rwanda,Returnees,19
2005,Zimbabwe,Angola,Returnees,2
2005,Zimbabwe,Burundi,Returnees,1
2006,Albania,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,1
2006,Argentina,Colombia,Returnees,11
2006,Argentina,Cambodia,Returnees,5
2006,Argentina,Liberia,Returnees,1
2006,Argentina,Peru,Returnees,3
2006,Australia,Bosnia and Herzegovina,Returnees,16
2006,Austria,Afghanistan,Returnees,22
2006,Austria,Bosnia and Herzegovina,Returnees,70
2006,Austria,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,492
2006,Azerbaijan,Afghanistan,Returnees,1
2006,Azerbaijan,Iraq,Returnees,1
2006,Azerbaijan,Russian Federation,Returnees,34
2006,Burundi,Dem. Rep. of the Congo,Returnees,1097
2006,Burundi,Rwanda,Returnees,5
2006,Belgium,Afghanistan,Returnees,6
2006,Belgium,Burundi,Returnees,1
2006,Belgium,Bosnia and Herzegovina,Returnees,7
2006,Belgium,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,155
2006,Benin,Burundi,Returnees,7
2006,Benin,Central African Rep.,Returnees,7
2006,Benin,C̫te d'Ivoire,Returnees,2
2006,Benin,Dem. Rep. of the Congo,Returnees,4
2006,Benin,Congo,Returnees,9
2006,Benin,Comoros,Returnees,1
2006,Benin,Rwanda,Returnees,7
2006,Benin,Chad,Returnees,8
2006,Benin,Togo,Returnees,2215
2006,Burkina Faso,Burundi,Returnees,3
2006,Burkina Faso,Congo,Returnees,2
2006,Burkina Faso,Togo,Returnees,1
2006,Bulgaria,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,1
2006,Bosnia and Herzegovina,Croatia,Returnees,1193
2006,Bosnia and Herzegovina,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,34
2006,Belarus,Afghanistan,Returnees,15
2006,Belarus,Ethiopia,Returnees,1
2006,Brazil,Angola,Returnees,1
2006,Brazil,Colombia,Returnees,14
2006,Brazil,Haiti,Returnees,1
2006,Botswana,Namibia,Returnees,35
2006,Central African Rep.,Angola,Returnees,46
2006,Central African Rep.,Burundi,Returnees,5
2006,Central African Rep.,Dem. Rep. of the Congo,Returnees,670
2006,Central African Rep.,Liberia,Returnees,1
2006,Central African Rep.,Sudan,Returnees,12123
2006,Canada,Burundi,Returnees,2
2006,Canada,Bosnia and Herzegovina,Returnees,10
2006,Canada,Sri Lanka,Returnees,4
2006,Canada,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,7
2006,Switzerland,Afghanistan,Returnees,4
2006,Switzerland,Bosnia and Herzegovina,Returnees,88
2006,Switzerland,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,611
2006,Chile,Afghanistan,Returnees,1
2006,Chile,Colombia,Returnees,6
2006,C̫te d'Ivoire,Burundi,Returnees,5
2006,C̫te d'Ivoire,Dem. Rep. of the Congo,Returnees,7
2006,C̫te d'Ivoire,Cambodia,Returnees,4
2006,C̫te d'Ivoire,Liberia,Returnees,14967
2006,C̫te d'Ivoire,Sierra Leone,Returnees,9
2006,Cameroon,Burundi,Returnees,13
2006,Cameroon,Central African Rep.,Returnees,1
2006,Cameroon,Congo,Returnees,6
2006,Cameroon,Ghana,Returnees,7
2006,Cameroon,Liberia,Returnees,1
2006,Cameroon,Rwanda,Returnees,3
2006,Cameroon,Sierra Leone,Returnees,1
2006,Cameroon,Chad,Returnees,1
2006,Dem. Rep. of the Congo,Angola,Returnees,24438
2006,Dem. Rep. of the Congo,Burundi,Returnees,1284
2006,Dem. Rep. of the Congo,Congo,Returnees,4413
2006,Dem. Rep. of the Congo,Rwanda,Returnees,5828
2006,Dem. Rep. of the Congo,Sudan,Returnees,6737
2006,Dem. Rep. of the Congo,Uganda,Returnees,5035
2006,Congo,Angola,Returnees,519
2006,Congo,Burundi,Returnees,16
2006,Congo,Central African Rep.,Returnees,19
2006,Congo,Dem. Rep. of the Congo,Returnees,10034
2006,Congo,Rwanda,Returnees,40
2006,Congo,Chad,Returnees,1
2006,Colombia,Nicaragua,Returnees,6
2006,Cuba,Chile,Returnees,1
2006,Cuba,Iraq,Returnees,1
2006,Czech Rep.,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,2
2006,Germany,Afghanistan,Returnees,172
2006,Germany,Bosnia and Herzegovina,Returnees,193
2006,Germany,Sri Lanka,Returnees,5
2006,Germany,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,2772
2006,Djibouti,Ethiopia,Returnees,1
2006,Djibouti,Somalia,Returnees,1243
2006,Denmark,Afghanistan,Returnees,5
2006,Denmark,Bosnia and Herzegovina,Returnees,52
2006,Denmark,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,146
2006,Egypt,Burundi,Returnees,4
2006,Egypt,Ethiopia,Returnees,3
2006,Egypt,Liberia,Returnees,1
2006,Egypt,Libya,Returnees,1
2006,Egypt,Sudan,Returnees,924
2006,Egypt,Sierra Leone,Returnees,1
2006,Egypt,Somalia,Returnees,5
2006,Egypt,Yemen,Returnees,1
2006,Eritrea,Sudan,Returnees,2
2006,Eritrea,Somalia,Returnees,21
2006,Spain,Bosnia and Herzegovina,Returnees,1
2006,Spain,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,15
2006,Ethiopia,Sudan,Returnees,5937
2006,Ethiopia,Somalia,Returnees,7
2006,Ethiopia,South Africa,Returnees,4
2006,Finland,Afghanistan,Returnees,2
2006,Finland,Bosnia and Herzegovina,Returnees,7
2006,Finland,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,47
2006,France,Afghanistan,Returnees,4
2006,France,Burundi,Returnees,1
2006,France,Bosnia and Herzegovina,Returnees,50
2006,France,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,160
2006,Gabon,Congo,Returnees,69
2006,Gabon,Liberia,Returnees,1
2006,Gabon,Rwanda,Returnees,1
2006,Gabon,Chad,Returnees,10
2006,Gabon,Togo,Returnees,3
2006,United Kingdom,Afghanistan,Returnees,523
2006,United Kingdom,Angola,Returnees,3
2006,United Kingdom,Albania,Returnees,9
2006,United Kingdom,Bosnia and Herzegovina,Returnees,15
2006,United Kingdom,China,Returnees,1
2006,United Kingdom,Cameroon,Returnees,1
2006,United Kingdom,Guinea,Returnees,1
2006,United Kingdom,India,Returnees,1
2006,United Kingdom,Iran (Islamic Rep. of),Returnees,7
2006,United Kingdom,Iraq,Returnees,103
2006,United Kingdom,Nigeria,Returnees,4
2006,United Kingdom,Pakistan,Returnees,2
2006,United Kingdom,Somalia,Returnees,7
2006,United Kingdom,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,189
2006,United Kingdom,United Rep. of Tanzania,Returnees,4
2006,United Kingdom,Zimbabwe,Returnees,1
2006,Georgia,Russian Federation,Returnees,88
2006,Ghana,Liberia,Returnees,4665
2006,Ghana,Togo,Returnees,5698
2006,Guinea,Dem. Rep. of the Congo,Returnees,3
2006,Guinea,Liberia,Returnees,54206
2006,Guinea,Sierra Leone,Returnees,46
2006,Gambia,Dem. Rep. of the Congo,Returnees,1
2006,Gambia,Liberia,Returnees,45
2006,Guinea-Bissau,Liberia,Returnees,23
2006,Greece,Afghanistan,Returnees,69
2006,Guatemala,Nicaragua,Returnees,1
2006,Croatia,Bosnia and Herzegovina,Returnees,181
2006,Croatia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,284
2006,Hungary,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,109
2006,Indonesia,Afghanistan,Returnees,5
2006,Indonesia,Iraq,Returnees,7
2006,India,Afghanistan,Returnees,78
2006,India,Iraq,Returnees,1
2006,India,Sri Lanka,Returnees,366
2006,Ireland,Bosnia and Herzegovina,Returnees,3
2006,Ireland,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,2
2006,Iran (Islamic Rep. of),Afghanistan,Returnees,243648
2006,Iraq,Afghanistan,Returnees,1
2006,Iraq,Iran (Islamic Rep. of),Returnees,91
2006,Iraq,Syrian Arab Rep.,Returnees,3
2006,Iraq,Turkey,Returnees,15
2006,Israel,Sierra Leone,Returnees,65
2006,Italy,Bosnia and Herzegovina,Returnees,11
2006,Italy,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,31
2006,Jordan,Egypt,Returnees,1
2006,Jordan,Iraq,Returnees,173
2006,Jordan,Yemen,Returnees,1
2006,Japan,Afghanistan,Returnees,1
2006,Kazakhstan,Afghanistan,Returnees,11
2006,Kazakhstan,Russian Federation,Returnees,12
2006,Kenya,Burundi,Returnees,78
2006,Kenya,Dem. Rep. of the Congo,Returnees,5
2006,Kenya,Ethiopia,Returnees,2
2006,Kenya,Rwanda,Returnees,7
2006,Kenya,Sudan,Returnees,2186
2006,Kenya,Somalia,Returnees,2
2006,Kyrgyzstan,Afghanistan,Returnees,6
2006,Kyrgyzstan,Russian Federation,Returnees,5
2006,Kyrgyzstan,Tajikistan,Returnees,135
2006,Kyrgyzstan,Uzbekistan,Returnees,4
2006,Cambodia,Viet Nam,Returnees,63
2006,Lebanon,Iraq,Returnees,1
2006,Liberia,Ghana,Returnees,2
2006,Liberia,Sudan,Returnees,1
2006,Liberia,Sierra Leone,Returnees,1
2006,Libya,Iraq,Returnees,9
2006,Libya,Liberia,Returnees,9
2006,Libya,Sierra Leone,Returnees,3
2006,Libya,Somalia,Returnees,1
2006,Liechtenstein,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,8
2006,Lesotho,Burundi,Returnees,1
2006,Luxembourg,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,54
2006,Morocco,Mauritania,Returnees,1
2006,Rep. of Moldova,Russian Federation,Returnees,1
2006,Rep. of Moldova,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,4
2006,Mexico,Sudan,Returnees,1
2006,The former Yugoslav Republic of Macedonia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,75
2006,Mali,Angola,Returnees,4
2006,Mali,Liberia,Returnees,12
2006,Montenegro,Bosnia and Herzegovina,Returnees,15
2006,Montenegro,Croatia,Returnees,17
2006,Mozambique,Angola,Returnees,1
2006,Mozambique,Burundi,Returnees,4
2006,Mozambique,Liberia,Returnees,1
2006,Mauritania,C̫te d'Ivoire,Returnees,1
2006,Mauritania,Liberia,Returnees,17
2006,Malawi,Burundi,Returnees,35
2006,Malawi,Dem. Rep. of the Congo,Returnees,17
2006,Malawi,Rwanda,Returnees,6
2006,Malawi,Sierra Leone,Returnees,1
2006,Namibia,Angola,Returnees,45
2006,Namibia,Dem. Rep. of the Congo,Returnees,7
2006,Namibia,Liberia,Returnees,6
2006,Namibia,Somalia,Returnees,1
2006,Niger,C̫te d'Ivoire,Returnees,1
2006,Nigeria,Liberia,Returnees,889
2006,Nigeria,Sudan,Returnees,3
2006,Nigeria,Sierra Leone,Returnees,7
2006,Netherlands,Afghanistan,Returnees,162
2006,Netherlands,Bosnia and Herzegovina,Returnees,55
2006,Netherlands,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,146
2006,Norway,Afghanistan,Returnees,47
2006,Norway,Bosnia and Herzegovina,Returnees,20
2006,Norway,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,162
2006,New Zealand,Bosnia and Herzegovina,Returnees,2
2006,Pakistan,Afghanistan,Returnees,143019
2006,Pakistan,Iraq,Returnees,2
2006,Pakistan,Somalia,Returnees,4
2006,Panama,Colombia,Returnees,6
2006,Peru,Cuba,Returnees,1
2006,Poland,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,1
2006,Russian Federation,Afghanistan,Returnees,47
2006,Russian Federation,Angola,Returnees,2
2006,Russian Federation,Dem. Rep. of the Congo,Returnees,3
2006,Russian Federation,Georgia,Returnees,1
2006,Russian Federation,Iraq,Returnees,7
2006,Russian Federation,Palestinian,Returnees,2
2006,Russian Federation,Sudan,Returnees,1
2006,Russian Federation,Somalia,Returnees,2
2006,Rwanda,Burundi,Returnees,615
2006,Saudi Arabia,Iraq,Returnees,119
2006,Sudan,Burundi,Returnees,1
2006,Sudan,Dem. Rep. of the Congo,Returnees,840
2006,Sudan,Ethiopia,Returnees,13
2006,Senegal,Burundi,Returnees,6
2006,Senegal,C̫te d'Ivoire,Returnees,3
2006,Senegal,Dem. Rep. of the Congo,Returnees,1
2006,Senegal,Congo,Returnees,1
2006,Senegal,Liberia,Returnees,8
2006,Sierra Leone,Liberia,Returnees,33095
2006,Serbia and Kosovo (S/RES/1244 (1999)),Albania,Returnees,1
2006,Serbia and Kosovo (S/RES/1244 (1999)),Bosnia and Herzegovina,Returnees,139
2006,Serbia and Kosovo (S/RES/1244 (1999)),Croatia,Returnees,3423
2006,Serbia and Kosovo (S/RES/1244 (1999)),The former Yugoslav Republic of Macedonia,Returnees,176
2006,Slovakia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,27
2006,Slovenia,Bosnia and Herzegovina,Returnees,81
2006,Slovenia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,267
2006,Sweden,Bosnia and Herzegovina,Returnees,298
2006,Sweden,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,255
2006,Swaziland,Dem. Rep. of the Congo,Returnees,2
2006,Syrian Arab Rep.,Sudan,Returnees,1
2006,Chad,Burundi,Returnees,4
2006,Chad,Central African Rep.,Returnees,24
2006,Chad,Dem. Rep. of the Congo,Returnees,15
2006,Chad,Sudan,Returnees,8500
2006,Togo,Burundi,Returnees,3
2006,Togo,Congo,Returnees,4
2006,Togo,Liberia,Returnees,6
2006,Togo,Rwanda,Returnees,3
2006,Togo,Senegal,Returnees,1
2006,Thailand,Dem. Rep. of the Congo,Returnees,1
2006,Thailand,Somalia,Returnees,1
2006,Tajikistan,Afghanistan,Returnees,51
2006,Tajikistan,Iran (Islamic Rep. of),Returnees,1
2006,Tajikistan,Iraq,Returnees,2
2006,Turkmenistan,Afghanistan,Returnees,1
2006,Turkmenistan,Azerbaijan,Returnees,1
2006,Turkmenistan,Tajikistan,Returnees,7
2006,Tunisia,Iraq,Returnees,1
2006,Turkey,Afghanistan,Returnees,10
2006,Turkey,Iran (Islamic Rep. of),Returnees,4
2006,Turkey,Iraq,Returnees,11
2006,Turkey,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,1
2006,United Rep. of Tanzania,Burundi,Returnees,42765
2006,United Rep. of Tanzania,Dem. Rep. of the Congo,Returnees,23735
2006,Uganda,Burundi,Returnees,18
2006,Uganda,Dem. Rep. of the Congo,Returnees,8
2006,Uganda,Rwanda,Returnees,56
2006,Uganda,Sudan,Returnees,5835
2006,Ukraine,Afghanistan,Returnees,6
2006,Ukraine,Congo,Returnees,3
2006,Ukraine,Sudan,Returnees,1
2006,Uruguay,Colombia,Returnees,1
2006,United States of America,Bosnia and Herzegovina,Returnees,92
2006,United States of America,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,16
2006,Various/Unknown,Burundi,Returnees,3208
2006,Various/Unknown,Bosnia and Herzegovina,Returnees,13
2006,Various/Unknown,Congo,Returnees,1
2006,Various/Unknown,Iraq,Returnees,19785
2006,Various/Unknown,Sudan,Returnees,6
2006,Yemen,Ethiopia,Returnees,3
2006,Yemen,Iraq,Returnees,12
2006,Yemen,Somalia,Returnees,551
2006,South Africa,Angola,Returnees,17
2006,South Africa,Burundi,Returnees,25
2006,South Africa,Dem. Rep. of the Congo,Returnees,36
2006,South Africa,Rwanda,Returnees,1
2006,Zambia,Angola,Returnees,21941
2006,Zambia,Burundi,Returnees,40
2006,Zambia,Dem. Rep. of the Congo,Returnees,4742
2006,Zambia,Rwanda,Returnees,14
2007,Antigua and Barbuda,Afghanistan,Returnees,4
2007,Australia,Afghanistan,Returnees,4
2007,Australia,Bosnia and Herzegovina,Returnees,11
2007,Austria,Afghanistan,Returnees,2
2007,Austria,Bosnia and Herzegovina,Returnees,54
2007,Austria,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,250
2007,Azerbaijan,Afghanistan,Returnees,6
2007,Azerbaijan,Russian Federation,Returnees,70
2007,Burundi,Dem. Rep. of the Congo,Returnees,377
2007,Burundi,Rwanda,Returnees,15
2007,Belgium,Afghanistan,Returnees,6
2007,Belgium,Bosnia and Herzegovina,Returnees,1
2007,Belgium,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,11
2007,Benin,Burundi,Returnees,11
2007,Benin,Central African Rep.,Returnees,2
2007,Benin,C̫te d'Ivoire,Returnees,2
2007,Benin,Dem. Rep. of the Congo,Returnees,12
2007,Benin,Congo,Returnees,6
2007,Benin,Chad,Returnees,6
2007,Benin,Togo,Returnees,2065
2007,Burkina Faso,Burundi,Returnees,6
2007,Burkina Faso,Cameroon,Returnees,1
2007,Burkina Faso,Congo,Returnees,1
2007,Burkina Faso,Rwanda,Returnees,4
2007,Burkina Faso,Sierra Leone,Returnees,6
2007,Burkina Faso,Togo,Returnees,2
