Year,Country / territory of asylum/residence,Origin,Population type,Value
2003,Gabon,Dem. Rep. of the Congo,Returnees,5
2003,Gabon,Congo,Returnees,874
2003,Gabon,Equatorial Guinea,Returnees,2
2003,Gabon,Chad,Returnees,170
2003,United Kingdom,Afghanistan,Returnees,82
2003,United Kingdom,Bosnia and Herzegovina,Returnees,43
2003,United Kingdom,Sri Lanka,Returnees,286
2003,United Kingdom,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,823
2003,Ghana,Eritrea,Returnees,1
2003,Ghana,Sierra Leone,Returnees,77
2003,Guinea,C̫te d'Ivoire,Returnees,1500
2003,Guinea,Sierra Leone,Returnees,28217
2003,Gambia,Sierra Leone,Returnees,144
2003,Guinea-Bissau,Senegal,Returnees,7
2003,Guinea-Bissau,Sierra Leone,Returnees,101
2003,Guatemala,Nicaragua,Returnees,4
2003,"China, Hong Kong SAR",Sierra Leone,Returnees,1
2003,Croatia,Bosnia and Herzegovina,Returnees,2435
2003,Croatia,The former Yugoslav Republic of Macedonia,Returnees,1
2003,Croatia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,58
2003,Hungary,Afghanistan,Returnees,1
2003,Hungary,Bosnia and Herzegovina,Returnees,17
2003,Hungary,Iraq,Returnees,3
2003,Hungary,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,38
2003,India,Afghanistan,Returnees,192
2003,India,Ethiopia,Returnees,2
2003,India,Sri Lanka,Returnees,4527
2003,Ireland,Afghanistan,Returnees,1
2003,Ireland,Bosnia and Herzegovina,Returnees,10
2003,Ireland,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,4
2003,Iran (Islamic Rep. of),Afghanistan,Returnees,269391
2003,Iran (Islamic Rep. of),Iraq,Returnees,50524
2003,Iraq,Iran (Islamic Rep. of),Returnees,3800
2003,Iraq,Turkey,Returnees,35
2003,Israel,Bosnia and Herzegovina,Returnees,1
2003,Italy,Bosnia and Herzegovina,Returnees,32
2003,Italy,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,17
2003,Jordan,Eritrea,Returnees,1
2003,Jordan,Iraq,Returnees,14
2003,Japan,Afghanistan,Returnees,2
2003,Japan,Sudan,Returnees,1
2003,Kazakhstan,Afghanistan,Returnees,19
2003,Kazakhstan,Tajikistan,Returnees,52
2003,Kenya,Burundi,Returnees,50
2003,Kenya,Dem. Rep. of the Congo,Returnees,11
2003,Kenya,Ethiopia,Returnees,19
2003,Kenya,Rwanda,Returnees,8
2003,Kenya,Sudan,Returnees,6
2003,Kenya,Somalia,Returnees,713
2003,Kenya,United Rep. of Tanzania,Returnees,2
2003,Kenya,Uganda,Returnees,22
2003,Kyrgyzstan,Afghanistan,Returnees,15
2003,Kyrgyzstan,Tajikistan,Returnees,83
2003,Cambodia,Afghanistan,Returnees,2
2003,Cambodia,Chad,Returnees,30
2003,Rep. of Korea,Ethiopia,Returnees,1
2003,Rep. of Korea,Pakistan,Returnees,2
2003,Lebanon,Iraq,Returnees,29
2003,Lebanon,Sudan,Returnees,1
2003,Lebanon,Chad,Returnees,1
2003,Liberia,C̫te d'Ivoire,Returnees,15000
2003,Liberia,Sierra Leone,Returnees,4510
2003,Libya,Somalia,Returnees,1
2003,Libya,Chad,Returnees,200
2003,Liechtenstein,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,4
2003,Sri Lanka,Afghanistan,Returnees,3
2003,Luxembourg,Bosnia and Herzegovina,Returnees,2
2003,Luxembourg,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,4
2003,Morocco,Sierra Leone,Returnees,1
2003,Rep. of Moldova,Russian Federation,Returnees,42
2003,Mexico,Afghanistan,Returnees,1
2003,Mexico,Bolivia (Plurinational State of),Returnees,3
2003,Mexico,Colombia,Returnees,5
2003,Mexico,Guatemala,Returnees,40
2003,Mexico,Honduras,Returnees,1
2003,Mexico,Haiti,Returnees,2
2003,Mexico,Nicaragua,Returnees,1
2003,Mexico,El Salvador,Returnees,12
2003,The former Yugoslav Republic of Macedonia,Bosnia and Herzegovina,Returnees,2
2003,The former Yugoslav Republic of Macedonia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,194
2003,Mali,C̫te d'Ivoire,Returnees,100
2003,Mali,Sierra Leone,Returnees,62
2003,Mozambique,Burundi,Returnees,2
2003,Mozambique,Rwanda,Returnees,2
2003,Mauritania,Sierra Leone,Returnees,8
2003,Malawi,Rwanda,Returnees,14
2003,Malaysia,Afghanistan,Returnees,5
2003,Namibia,Angola,Returnees,9439
2003,Namibia,Burundi,Returnees,6
2003,Namibia,Cameroon,Returnees,2
2003,Namibia,Dem. Rep. of the Congo,Returnees,33
2003,Namibia,Ethiopia,Returnees,2
2003,Namibia,Oman,Returnees,3
2003,Namibia,Rwanda,Returnees,5
2003,Namibia,Sudan,Returnees,5
2003,Namibia,Sierra Leone,Returnees,4
2003,Namibia,United Rep. of Tanzania,Returnees,5
2003,Namibia,Uganda,Returnees,2
2003,Niger,Cameroon,Returnees,1
2003,Niger,Dem. Rep. of the Congo,Returnees,1
2003,Niger,Sierra Leone,Returnees,5
2003,Niger,Chad,Returnees,1
2003,Nigeria,Dem. Rep. of the Congo,Returnees,1
2003,Nigeria,Sierra Leone,Returnees,91
2003,Netherlands,Afghanistan,Returnees,81
2003,Netherlands,Bosnia and Herzegovina,Returnees,71
2003,Netherlands,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,286
2003,Norway,Bosnia and Herzegovina,Returnees,246
2003,Norway,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,608
2003,Pakistan,Afghanistan,Returnees,375526
2003,Pakistan,Algeria,Returnees,14
2003,Pakistan,Somalia,Returnees,7
2003,Panama,Colombia,Returnees,90
2003,Philippines,Dem. Rep. of the Congo,Returnees,1
2003,Philippines,Ethiopia,Returnees,1
2003,Philippines,Sri Lanka,Returnees,3
2003,Philippines,Somalia,Returnees,1
2003,Russian Federation,Afghanistan,Returnees,162
2003,Russian Federation,Georgia,Returnees,117
2003,Rwanda,Burundi,Returnees,106
2003,Saudi Arabia,Afghanistan,Returnees,3
2003,Saudi Arabia,Iraq,Returnees,4524
2003,Sudan,Eritrea,Returnees,9444
2003,Sudan,Somalia,Returnees,7
2003,Sudan,Uganda,Returnees,296
2003,Senegal,Burundi,Returnees,3
2003,Senegal,Central African Rep.,Returnees,2
2003,Senegal,Dem. Rep. of the Congo,Returnees,2
2003,Senegal,Rwanda,Returnees,4
2003,Senegal,Sierra Leone,Returnees,3
2003,Somalia,Ethiopia,Returnees,1
2003,Serbia and Kosovo (S/RES/1244 (1999)),Bosnia and Herzegovina,Returnees,5403
2003,Serbia and Kosovo (S/RES/1244 (1999)),Croatia,Returnees,7327
2003,Serbia and Kosovo (S/RES/1244 (1999)),The former Yugoslav Republic of Macedonia,Returnees,2200
2003,Slovakia,Bosnia and Herzegovina,Returnees,4
2003,Slovenia,Bosnia and Herzegovina,Returnees,687
2003,Slovenia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,151
2003,Sweden,Bosnia and Herzegovina,Returnees,1692
2003,Sweden,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,365
2003,Swaziland,Dem. Rep. of the Congo,Returnees,1
2003,Swaziland,Uganda,Returnees,1
2003,Syrian Arab Rep.,Afghanistan,Returnees,8
2003,Syrian Arab Rep.,Somalia,Returnees,5
2003,Syrian Arab Rep.,Yemen,Returnees,50
2003,Chad,Central African Rep.,Returnees,3
2003,Chad,Dem. Rep. of the Congo,Returnees,88
2003,Chad,Rwanda,Returnees,3
2003,Togo,Burundi,Returnees,1
2003,Togo,Congo,Returnees,4
2003,Togo,Rwanda,Returnees,5
2003,Tajikistan,Afghanistan,Returnees,144
2003,Turkmenistan,Afghanistan,Returnees,33
2003,Turkmenistan,Tajikistan,Returnees,130
2003,Turkey,Bosnia and Herzegovina,Returnees,30
2003,Turkey,Iran (Islamic Rep. of),Returnees,50
2003,Turkey,Iraq,Returnees,103
2003,Turkey,Sudan,Returnees,3
2003,Turkey,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,14
2003,United Rep. of Tanzania,Burundi,Returnees,79925
2003,United Rep. of Tanzania,Dem. Rep. of the Congo,Returnees,39
2003,United Rep. of Tanzania,Kenya,Returnees,2
2003,United Rep. of Tanzania,Rwanda,Returnees,4722
2003,United Rep. of Tanzania,Uganda,Returnees,1
2003,Uganda,Burundi,Returnees,1
2003,Uganda,Dem. Rep. of the Congo,Returnees,27
2003,Uganda,Ethiopia,Returnees,1
2003,Uganda,Kenya,Returnees,104
2003,Uganda,Rwanda,Returnees,41
2003,Uganda,Sudan,Returnees,5
2003,Ukraine,Afghanistan,Returnees,21
2003,Ukraine,Angola,Returnees,2
2003,Ukraine,Burundi,Returnees,1
2003,Ukraine,Congo,Returnees,2
2003,United States of America,Bosnia and Herzegovina,Returnees,378
2003,United States of America,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,11
2003,Uzbekistan,Afghanistan,Returnees,117
2003,Various/Unknown,Burundi,Returnees,7
2003,Various/Unknown,Bosnia and Herzegovina,Returnees,842
2003,Various/Unknown,Eritrea,Returnees,702
2003,Various/Unknown,Rwanda,Returnees,61
2003,Various/Unknown,Somalia,Returnees,3
2003,Various/Unknown,Uganda,Returnees,3
2003,Yemen,Ethiopia,Returnees,2
2003,Yemen,Somalia,Returnees,12
2003,South Africa,Angola,Returnees,9
2003,South Africa,Burundi,Returnees,13
2003,South Africa,Dem. Rep. of the Congo,Returnees,16
2003,South Africa,Rwanda,Returnees,4
2003,South Africa,Somalia,Returnees,14
2003,South Africa,Zambia,Returnees,5
2003,Zambia,Angola,Returnees,43507
2003,Zambia,Burundi,Returnees,103
2003,Zambia,Dem. Rep. of the Congo,Returnees,26
2003,Zambia,Rwanda,Returnees,125
2004,Angola,Dem. Rep. of the Congo,Returnees,4
2004,Albania,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,5
2004,Argentina,Cuba,Returnees,1
2004,Argentina,Guinea,Returnees,2
2004,Argentina,Iran (Islamic Rep. of),Returnees,1
2004,Argentina,Nicaragua,Returnees,2
2004,Argentina,Peru,Returnees,2
2004,Australia,Bosnia and Herzegovina,Returnees,9
2004,Australia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,1
2004,Austria,Bosnia and Herzegovina,Returnees,30
2004,Austria,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,200
2004,Azerbaijan,Afghanistan,Returnees,3
2004,Burundi,Dem. Rep. of the Congo,Returnees,11166
2004,Burundi,Rwanda,Returnees,364
2004,Belgium,Burundi,Returnees,5
2004,Belgium,Bosnia and Herzegovina,Returnees,3
2004,Belgium,Sri Lanka,Returnees,1
2004,Belgium,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,204
2004,Benin,Burundi,Returnees,10
2004,Benin,Central African Rep.,Returnees,11
2004,Benin,Dem. Rep. of the Congo,Returnees,27
2004,Benin,Congo,Returnees,27
2004,Benin,Nigeria,Returnees,8
2004,Benin,Rwanda,Returnees,10
2004,Benin,Sudan,Returnees,1
2004,Benin,Chad,Returnees,62
2004,Benin,Togo,Returnees,120
2004,Burkina Faso,Burundi,Returnees,4
2004,Burkina Faso,Rwanda,Returnees,2
2004,Bangladesh,Myanmar,Returnees,210
2004,Bulgaria,Sri Lanka,Returnees,1
2004,Bosnia and Herzegovina,Croatia,Returnees,852
2004,Bosnia and Herzegovina,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,8
2004,Belarus,Afghanistan,Returnees,20
2004,Belarus,Sri Lanka,Returnees,1
2004,Brazil,Argentina,Returnees,4
2004,Botswana,Angola,Returnees,62
2004,Central African Rep.,Burundi,Returnees,1
2004,Central African Rep.,Dem. Rep. of the Congo,Returnees,2011
2004,Central African Rep.,Congo,Returnees,15
2004,Central African Rep.,Sudan,Returnees,4
2004,Central African Rep.,Chad,Returnees,3
2004,Canada,Burundi,Returnees,1
2004,Canada,Bosnia and Herzegovina,Returnees,28
2004,Switzerland,Bosnia and Herzegovina,Returnees,48
2004,Switzerland,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,943
2004,Chile,Afghanistan,Returnees,2
2004,China,Burundi,Returnees,5
2004,China,Iraq,Returnees,1
2004,China,Sri Lanka,Returnees,1
2004,C̫te d'Ivoire,Burundi,Returnees,8
2004,C̫te d'Ivoire,Congo,Returnees,5
2004,C̫te d'Ivoire,Liberia,Returnees,16801
2004,C̫te d'Ivoire,Rwanda,Returnees,12
2004,Cameroon,Burundi,Returnees,38
2004,Cameroon,Central African Rep.,Returnees,7
2004,Cameroon,Dem. Rep. of the Congo,Returnees,7
2004,Cameroon,Congo,Returnees,1
2004,Cameroon,Nigeria,Returnees,356
2004,Cameroon,Rwanda,Returnees,2
2004,Dem. Rep. of the Congo,Angola,Returnees,34085
2004,Dem. Rep. of the Congo,Burundi,Returnees,879
2004,Dem. Rep. of the Congo,Congo,Returnees,344
2004,Dem. Rep. of the Congo,Rwanda,Returnees,10833
2004,Dem. Rep. of the Congo,Sudan,Returnees,172
2004,Congo,Angola,Returnees,751
2004,Congo,Burundi,Returnees,8
2004,Congo,Central African Rep.,Returnees,342
2004,Congo,Dem. Rep. of the Congo,Returnees,5
2004,Congo,Rwanda,Returnees,56
2004,Czech Rep.,Bosnia and Herzegovina,Returnees,1
2004,Czech Rep.,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,1
2004,Germany,Bosnia and Herzegovina,Returnees,255
2004,Germany,Sri Lanka,Returnees,5
2004,Germany,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,3013
2004,Djibouti,Somalia,Returnees,8448
2004,Denmark,Bosnia and Herzegovina,Returnees,43
2004,Denmark,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,101
2004,Ecuador,Colombia,Returnees,3
2004,Egypt,Iraq,Returnees,1
2004,Egypt,Sudan,Returnees,2
2004,Egypt,Sierra Leone,Returnees,7
2004,Egypt,Yemen,Returnees,32
2004,Eritrea,Sudan,Returnees,11
2004,Spain,Bosnia and Herzegovina,Returnees,1
2004,Spain,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,2
2004,Ethiopia,Burundi,Returnees,3
2004,Ethiopia,Sudan,Returnees,40
2004,Ethiopia,Somalia,Returnees,9513
2004,Ethiopia,Chad,Returnees,3
2004,Finland,Bosnia and Herzegovina,Returnees,7
2004,Finland,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,69
2004,France,Bosnia and Herzegovina,Returnees,9
2004,France,Sri Lanka,Returnees,1
2004,France,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,65
2004,Gabon,Burundi,Returnees,3
2004,Gabon,Dem. Rep. of the Congo,Returnees,1
2004,Gabon,Congo,Returnees,630
2004,Gabon,Equatorial Guinea,Returnees,1
2004,Gabon,Rwanda,Returnees,1
2004,Gabon,Chad,Returnees,113
2004,United Kingdom,Afghanistan,Returnees,19
2004,United Kingdom,Bosnia and Herzegovina,Returnees,9
2004,United Kingdom,Sri Lanka,Returnees,73
2004,United Kingdom,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,332
2004,Ghana,Congo,Returnees,1
2004,Ghana,Liberia,Returnees,1912
2004,Ghana,Rwanda,Returnees,1
2004,Ghana,Sierra Leone,Returnees,42
2004,Guinea,Algeria,Returnees,1
2004,Guinea,Liberia,Returnees,22473
2004,Guinea,Sierra Leone,Returnees,12150
2004,Gambia,Sierra Leone,Returnees,357
2004,Guinea-Bissau,Sierra Leone,Returnees,30
2004,Guatemala,Cuba,Returnees,1
2004,"China, Hong Kong SAR",Colombia,Returnees,1
2004,Croatia,Bosnia and Herzegovina,Returnees,456
2004,Croatia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,4
2004,Hungary,The former Yugoslav Republic of Macedonia,Returnees,1
2004,Hungary,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,21
2004,Indonesia,Iraq,Returnees,5
2004,Indonesia,Sri Lanka,Returnees,1
2004,Indonesia,Timor-Leste,Returnees,445
2004,India,Afghanistan,Returnees,101
2004,India,Iraq,Returnees,1
2004,India,Sri Lanka,Returnees,9926
2004,Ireland,Bosnia and Herzegovina,Returnees,1
2004,Ireland,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,3
2004,Iran (Islamic Rep. of),Afghanistan,Returnees,454547
2004,Iran (Islamic Rep. of),Iraq,Returnees,191648
2004,Iraq,Iran (Islamic Rep. of),Returnees,690
2004,Iraq,Syrian Arab Rep.,Returnees,158
2004,Iraq,Turkey,Returnees,15
2004,Italy,Bosnia and Herzegovina,Returnees,13
2004,Italy,Sri Lanka,Returnees,1
2004,Italy,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,26
2004,Jordan,Iraq,Returnees,249
2004,Japan,Iraq,Returnees,1
2004,Japan,Turkey,Returnees,1
2004,Kazakhstan,Afghanistan,Returnees,19
2004,Kazakhstan,Tajikistan,Returnees,8
2004,Kenya,Burundi,Returnees,62
2004,Kenya,Dem. Rep. of the Congo,Returnees,8
2004,Kenya,Rwanda,Returnees,20
2004,Kenya,Somalia,Returnees,78
2004,Kenya,Uganda,Returnees,9
2004,Kyrgyzstan,Tajikistan,Returnees,16
2004,Cambodia,Viet Nam,Returnees,13
2004,Lebanon,Iraq,Returnees,1531
2004,Liberia,C̫te d'Ivoire,Returnees,7594
2004,Liberia,Sierra Leone,Returnees,13429
2004,Libya,Liberia,Returnees,7
2004,Libya,Palestinian,Returnees,32
2004,Libya,Sierra Leone,Returnees,2
2004,Libya,Somalia,Returnees,3
2004,Libya,Stateless,Returnees,2
2004,Sri Lanka,Iraq,Returnees,1
2004,Latvia,Russian Federation,Returnees,5
2004,Rep. of Moldova,Russian Federation,Returnees,44
2004,Mexico,Bolivia (Plurinational State of),Returnees,1
2004,Mexico,Colombia,Returnees,3
2004,Mexico,Guatemala,Returnees,8
2004,Mexico,Iraq,Returnees,1
2004,The former Yugoslav Republic of Macedonia,Bosnia and Herzegovina,Returnees,7
2004,The former Yugoslav Republic of Macedonia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,83
2004,Mali,Congo,Returnees,7
2004,Mali,Sierra Leone,Returnees,60
2004,Mozambique,Burundi,Returnees,16
2004,Mozambique,Dem. Rep. of the Congo,Returnees,55
2004,Mauritania,Sierra Leone,Returnees,56
2004,Malawi,Rwanda,Returnees,16
2004,Malawi,Somalia,Returnees,9
2004,Namibia,Angola,Returnees,8809
2004,Namibia,Burundi,Returnees,16
2004,Namibia,Dem. Rep. of the Congo,Returnees,53
2004,Namibia,Congo,Returnees,1
2004,Namibia,United Rep. of Tanzania,Returnees,2
2004,Niger,Central African Rep.,Returnees,1
2004,Niger,Rwanda,Returnees,1
2004,Nigeria,Liberia,Returnees,903
2004,Nigeria,Sierra Leone,Returnees,119
2004,Nigeria,Chad,Returnees,2
2004,Netherlands,Bosnia and Herzegovina,Returnees,42
2004,Netherlands,Sri Lanka,Returnees,21
2004,Netherlands,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,212
2004,Norway,Bosnia and Herzegovina,Returnees,15
2004,Norway,Sri Lanka,Returnees,7
2004,Norway,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,412
2004,Pakistan,Afghanistan,Returnees,424477
2004,Pakistan,Iraq,Returnees,1
2004,Pakistan,Rwanda,Returnees,1
2004,Pakistan,Somalia,Returnees,1
2004,Panama,Colombia,Returnees,50
2004,Philippines,Ethiopia,Returnees,1
2004,Russian Federation,Afghanistan,Returnees,157
2004,Russian Federation,Georgia,Returnees,117
2004,Rwanda,Burundi,Returnees,151
2004,Rwanda,Dem. Rep. of the Congo,Returnees,439
2004,Saudi Arabia,Afghanistan,Returnees,107
2004,Saudi Arabia,Iraq,Returnees,386
2004,Sudan,Eritrea,Returnees,9892
2004,Sudan,Ethiopia,Returnees,3
2004,Sudan,Uganda,Returnees,82
2004,Senegal,Burundi,Returnees,5
2004,Senegal,Rwanda,Returnees,1
2004,Senegal,Sierra Leone,Returnees,19
2004,Senegal,Chad,Returnees,1
2004,Sierra Leone,Liberia,Returnees,14775
2004,Serbia and Kosovo (S/RES/1244 (1999)),Bosnia and Herzegovina,Returnees,881
2004,Serbia and Kosovo (S/RES/1244 (1999)),Croatia,Returnees,6616
2004,Serbia and Kosovo (S/RES/1244 (1999)),The former Yugoslav Republic of Macedonia,Returnees,725
2004,Slovakia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,2
2004,Slovenia,Bosnia and Herzegovina,Returnees,67
2004,Slovenia,Liberia,Returnees,1
2004,Slovenia,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,134
2004,Sweden,Bosnia and Herzegovina,Returnees,191
2004,Sweden,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,375
2004,Syrian Arab Rep.,Iraq,Returnees,33
2004,Syrian Arab Rep.,Yemen,Returnees,7
2004,Togo,Burundi,Returnees,1
2004,Togo,Central African Rep.,Returnees,7
2004,Togo,Rwanda,Returnees,2
2004,Tajikistan,Afghanistan,Returnees,65
2004,Turkmenistan,Afghanistan,Returnees,189
2004,Turkmenistan,Russian Federation,Returnees,5
2004,Turkmenistan,Tajikistan,Returnees,56
2004,Turkey,Bosnia and Herzegovina,Returnees,26
2004,Turkey,Iran (Islamic Rep. of),Returnees,7
2004,Turkey,Iraq,Returnees,69
2004,Turkey,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,1
2004,United Rep. of Tanzania,Burundi,Returnees,89039
2004,United Rep. of Tanzania,Dem. Rep. of the Congo,Returnees,24
2004,United Rep. of Tanzania,Rwanda,Returnees,12
2004,Uganda,Burundi,Returnees,14
2004,Uganda,Dem. Rep. of the Congo,Returnees,34
2004,Uganda,Ethiopia,Returnees,1
2004,Uganda,Kenya,Returnees,1
2004,Uganda,Rwanda,Returnees,2568
2004,Uganda,Sudan,Returnees,59
2004,Ukraine,Afghanistan,Returnees,5
2004,Ukraine,Angola,Returnees,2
2004,Ukraine,Congo,Returnees,1
2004,Ukraine,Sudan,Returnees,1
2004,Uruguay,Colombia,Returnees,1
2004,United States of America,Bosnia and Herzegovina,Returnees,36
2004,United States of America,Sri Lanka,Returnees,1
2004,United States of America,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,28
2004,Uzbekistan,Afghanistan,Returnees,69
2004,Venezuela (Bolivarian Republic of),Colombia,Returnees,9
2004,Various/Unknown,Bosnia and Herzegovina,Returnees,269
2004,Various/Unknown,Congo,Returnees,2
2004,Various/Unknown,Iraq,Returnees,69
2004,Various/Unknown,Rwanda,Returnees,89
2004,Various/Unknown,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,1898
2004,Yemen,Eritrea,Returnees,1
2004,Yemen,Ethiopia,Returnees,2
2004,Yemen,Somalia,Returnees,9
2004,South Africa,Angola,Returnees,33
2004,South Africa,Burundi,Returnees,22
2004,South Africa,Dem. Rep. of the Congo,Returnees,9
2004,South Africa,Congo,Returnees,1
2004,South Africa,Rwanda,Returnees,4
2004,South Africa,Somalia,Returnees,8
2004,Zambia,Angola,Returnees,46499
2004,Zambia,Burundi,Returnees,30
2004,Zambia,Rwanda,Returnees,31
2004,Zimbabwe,Angola,Returnees,5
2005,Afghanistan,Iran (Islamic Rep. of),Returnees,1
2005,Afghanistan,Iraq,Returnees,1
2005,Angola,Burundi,Returnees,2
2005,Angola,Dem. Rep. of the Congo,Returnees,43
2005,Albania,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,1
2005,Argentina,Algeria,Returnees,1
2005,Argentina,Peru,Returnees,1
2005,Australia,Afghanistan,Returnees,4
2005,Australia,Bosnia and Herzegovina,Returnees,4
2005,Austria,Afghanistan,Returnees,25
2005,Austria,Bosnia and Herzegovina,Returnees,48
2005,Austria,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,257
2005,Azerbaijan,Afghanistan,Returnees,22
2005,Burundi,Dem. Rep. of the Congo,Returnees,1428
2005,Burundi,Rwanda,Returnees,60
2005,Belgium,Afghanistan,Returnees,11
2005,Belgium,Burundi,Returnees,3
2005,Belgium,Bosnia and Herzegovina,Returnees,3
2005,Belgium,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,144
2005,Benin,Burundi,Returnees,10
2005,Benin,Central African Rep.,Returnees,7
2005,Benin,C̫te d'Ivoire,Returnees,1
2005,Benin,Dem. Rep. of the Congo,Returnees,6
2005,Benin,Congo,Returnees,10
2005,Benin,Guinea,Returnees,3
2005,Benin,Chad,Returnees,38
2005,Benin,Togo,Returnees,2
2005,Burkina Faso,Burundi,Returnees,5
2005,Burkina Faso,Congo,Returnees,1
2005,Burkina Faso,Chad,Returnees,1
2005,Bangladesh,Myanmar,Returnees,92
2005,Bangladesh,Somalia,Returnees,2
2005,Bosnia and Herzegovina,Croatia,Returnees,811
2005,Bosnia and Herzegovina,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,13
2005,Belarus,Afghanistan,Returnees,24
2005,Bolivia (Plurinational State of),Peru,Returnees,2
2005,Brazil,Afghanistan,Returnees,1
2005,Brazil,Colombia,Returnees,1
2005,Botswana,Angola,Returnees,538
2005,Botswana,Dem. Rep. of the Congo,Returnees,1
2005,Botswana,Namibia,Returnees,53
2005,Central African Rep.,Dem. Rep. of the Congo,Returnees,786
2005,Central African Rep.,Congo,Returnees,6
2005,Central African Rep.,Chad,Returnees,1375
2005,Canada,Bosnia and Herzegovina,Returnees,11
2005,Canada,Sudan,Returnees,1
2005,Switzerland,Afghanistan,Returnees,7
2005,Switzerland,Bosnia and Herzegovina,Returnees,100
2005,Switzerland,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,855
2005,China,Burundi,Returnees,1
2005,C̫te d'Ivoire,Burundi,Returnees,11
2005,C̫te d'Ivoire,Liberia,Returnees,33000
2005,Cameroon,Burundi,Returnees,33
2005,Cameroon,Central African Rep.,Returnees,4
2005,Cameroon,Liberia,Returnees,1
2005,Cameroon,Nigeria,Returnees,7401
2005,Cameroon,Rwanda,Returnees,3
2005,Dem. Rep. of the Congo,Angola,Returnees,20072
2005,Dem. Rep. of the Congo,Burundi,Returnees,1002
2005,Dem. Rep. of the Congo,Central African Rep.,Returnees,7
2005,Dem. Rep. of the Congo,Congo,Returnees,40
2005,Dem. Rep. of the Congo,Rwanda,Returnees,8048
2005,Dem. Rep. of the Congo,Sudan,Returnees,18265
2005,Congo,Angola,Returnees,657
2005,Congo,Burundi,Returnees,20
2005,Congo,Central African Rep.,Returnees,54
2005,Congo,Dem. Rep. of the Congo,Returnees,7286
2005,Congo,Rwanda,Returnees,60
2005,Congo,Chad,Returnees,1
2005,Cabo Verde,Angola,Returnees,1
2005,Germany,Afghanistan,Returnees,197
2005,Germany,Bosnia and Herzegovina,Returnees,187
2005,Germany,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,2480
2005,Djibouti,Sudan,Returnees,1
2005,Djibouti,Somalia,Returnees,7667
2005,Denmark,Afghanistan,Returnees,65
2005,Denmark,Bosnia and Herzegovina,Returnees,11
2005,Denmark,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,51
2005,Ecuador,Colombia,Returnees,1
2005,Egypt,Afghanistan,Returnees,1
2005,Egypt,Burundi,Returnees,4
2005,Egypt,Ethiopia,Returnees,1
2005,Egypt,Sudan,Returnees,88
2005,Egypt,Sierra Leone,Returnees,2
2005,Egypt,Somalia,Returnees,6
2005,Egypt,Yemen,Returnees,5
2005,Spain,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,9
2005,Ethiopia,Somalia,Returnees,4110
2005,Finland,Afghanistan,Returnees,1
2005,Finland,Burundi,Returnees,4
2005,Finland,Bosnia and Herzegovina,Returnees,2
2005,Finland,Serbia and Kosovo (S/RES/1244 (1999)),Returnees,116
2005,France,Afghanistan,Returnees,7
